patch_id,fold,tile,x_epsg2154,y_epsg2154,lon,lat
10383,2,t30uxv,378527.878154,6863409.421684,-1.37799186,48.79054298
10384,1,t30uxv,409756.636541,6902091.057688,-0.97998387,49.15274670
10385,3,t30uxv,458634.587403,6870064.725114,-0.29230098,48.88530507
10386,3,t30uxv,448229.121672,6868303.091423,-0.43301563,48.86549313
10387,4,t30uxv,427726.016193,6901986.132214,-0.73388867,49.15969260
10388,4,t30uxv,453935.416194,6892252.396338,-0.36922818,49.08286058
10389,5,t30uxv,370378.273620,6924392.142973,-1.53639958,49.33385886
10390,5,t30uxv,374600.175748,6879118.797664,-1.44339588,48.92962785
10391,4,t30uxv,368120.339884,6945119.433239,-1.58394632,49.51867642
10392,1,t30uxv,445110.457353,6910912.284139,-0.50123002,49.24701435
10393,5,t30uxv,400517.826064,6848879.629538,-1.06888341,48.67061936
10394,2,t30uxv,455581.129736,6847197.724690,-0.32079228,48.67867448
10395,5,t30uxv,387178.165423,6942365.715862,-1.31918077,49.50361806
10397,3,t30uxv,434116.802060,6918185.194814,-0.65665375,49.30784961
10398,1,t30uxv,428409.978507,6894229.036362,-0.71951566,49.09031686
10399,1,t30uxv,456597.852063,6910021.024938,-0.34311109,49.24348383
10400,4,t30uxv,438014.804938,6852405.962671,-0.56233442,48.71859109
10401,2,t30uxv,443421.155232,6872526.163023,-0.50104099,48.90153672
10402,5,t30uxv,441263.883947,6877828.052382,-0.53367343,48.94830359
10403,5,t30uxv,435179.210318,6882150.202748,-0.61936339,48.98465240
10404,4,t30uxv,373032.046782,6942171.750937,-1.51392946,49.49477017
10405,4,t30uxv,380103.760087,6933919.125592,-1.41015037,49.42430528
10406,4,t30uxv,419080.796272,6889814.255339,-0.84414218,49.04665124
10407,5,t30uxv,370574.876405,6926945.986957,-1.53571648,49.35687873
10408,3,t30uxv,374207.540559,6874013.003464,-1.44482562,48.88358654
10409,1,t30uxv,392765.157511,6881572.580024,-1.19760977,48.96059374
10410,4,t30uxv,411414.992191,6857025.940345,-0.92657761,48.74875653
10411,3,t30uxv,382562.490429,6949145.222749,-1.38797648,49.56216753
10412,1,t30uxv,459051.405736,6908546.524605,-0.30860325,49.23116871
10413,2,t30uxv,413770.446300,6854276.962394,-0.89273826,48.72511061
10414,4,t30uxv,411619.578899,6892958.564604,-0.94822446,49.07158001
10415,3,t30uxv,364976.072169,6904257.736954,-1.59447525,49.15034923
10416,1,t30uxv,378331.360064,6877547.792428,-1.39135967,48.91739851
10417,4,t30uxv,464412.737673,6845231.097786,-0.19985345,48.66427940
10418,3,t30uxv,369984.737176,6902588.246728,-1.52462801,49.13796309
10419,3,t30uxv,420351.920143,6873025.379937,-0.81568205,48.89641309
10420,3,t30uxv,370085.350829,6853787.557822,-1.48528744,48.69987991
10421,4,t30uxv,442755.526348,6913663.103409,-0.53522557,49.27077597
10422,1,t30uxv,391294.173066,6895810.625533,-1.22807510,49.08773203
10423,4,t30uxv,424569.834606,6861145.951693,-0.75052464,48.79151697
10424,3,t30uxv,390220.805379,6931854.346917,-1.26941346,49.41076985
10425,2,t30uxv,403970.432718,6926939.308606,-1.07676490,49.37318133
10426,2,t30uxv,387756.360645,6849861.700381,-1.24265530,48.67340221
10427,4,t30uxv,367728.833238,6856536.214509,-1.51939181,48.72335425
10428,5,t30uxv,411906.974803,6863406.686674,-0.92420563,48.80629293
10429,4,t30uxv,468183.697415,6910405.064421,-0.18436970,49.25123711
10430,1,t30uxv,371261.990974,6919186.325419,-1.52016730,49.28759478
10431,2,t30uxv,466795.866898,6892538.507129,-0.19349262,49.09023467
10432,4,t30uxv,440679.066982,6886860.048498,-0.54718746,49.02920299
10433,3,t30uxv,392272.341780,6858500.527215,-1.18762869,48.75315932
10434,4,t30uxv,408085.862395,6897083.601292,-0.99938055,49.10702400
10435,1,t30uxv,387266.307987,6876860.160628,-1.26911538,48.91562822
10436,5,t30uxv,421929.445244,6893446.108840,-0.80761614,49.08050916
10437,4,t30uxv,457655.159330,6873991.512577,-0.30788763,48.92021917
10438,5,t30uxv,455300.837753,6876741.264936,-0.34157219,48.94403348
10439,5,t30uxv,426062.056290,6913672.119241,-0.76430744,49.26392300
10440,3,t30uxv,369297.369348,6893651.642312,-1.52701468,49.05739045
10441,5,t30uxv,433721.231497,6913079.078461,-0.65883461,49.26183286
10442,2,t30uxv,408764.372504,6855946.543763,-0.96184627,48.73787011
10443,5,t30uxv,396496.013439,6880001.126088,-1.14560484,48.94825391
10444,1,t30uxv,397477.304940,6876073.663757,-1.12942281,48.91344646
10445,4,t30uxv,453737.547493,6889700.048003,-0.37044339,49.05985637
10446,4,t30uxv,415646.040589,6895215.676957,-0.89471099,49.09364658
10447,5,t30uxv,462947.592632,6859462.220858,-0.22762826,48.79163515
10448,5,t30uxv,421140.438730,6883235.400012,-0.81165934,48.98846199
10449,5,t30uxv,425062.460722,6867526.522022,-0.74794749,48.84904625
10450,1,t30uxv,457170.236415,6884298.766372,-0.32041137,49.01264051
10451,1,t30uxv,384713.495834,6877056.679612,-1.30404110,48.91614724
10452,4,t30uxv,452049.668249,6851321.192502,-0.37110492,48.71438404
10453,5,t30uxv,436448.760191,6865363.150698,-0.59160771,48.83436870
10454,2,t30uxv,445407.422553,6914741.588910,-0.49948580,49.28152302
10455,1,t30uxv,466092.389220,6866919.706848,-0.18895502,48.85979721
10456,1,t30uxv,417311.519728,6883531.137243,-0.86411056,48.98944537
10457,1,t30uxv,441281.167553,6911209.156586,-0.55394309,49.24814314
10458,3,t30uxv,421647.260004,6923003.627352,-0.83109545,49.34580169
10459,5,t30uxv,409953.825098,6904644.131516,-0.97904716,49.17576048
10460,5,t30uxv,440984.386938,6907379.881580,-0.55564734,49.21363285
10461,2,t30uxv,449127.340209,6896476.793868,-0.43749674,49.11894479
10462,5,t30uxv,436941.998175,6871743.561553,-0.58884443,48.89189104
10463,3,t30uxv,417598.686913,6853981.769561,-0.84056149,48.72414416
10464,4,t30uxv,392078.814257,6889329.649399,-1.21261793,49.02991836
10465,4,t30uxv,397867.353033,6847799.996076,-1.10406754,48.65968814
10466,3,t30uxv,403367.018085,6869200.316787,-1.04436935,48.85445747
10467,4,t30uxv,406021.310918,6886970.553124,-1.02056851,49.01526753
10468,1,t30uxv,433108.033829,6855352.112998,-0.63080170,48.74305245
10469,3,t30uxv,404449.528113,6883239.842323,-1.03941958,48.98104352
10470,3,t30uxv,387663.724382,6915354.033628,-1.29223686,49.26142102
10471,1,t30uxv,428600.765889,6880091.159986,-0.70782141,48.96341331
10472,1,t30uxv,458369.769750,6916303.723241,-0.32243142,49.30058457
10473,1,t30uxv,426442.849277,6885393.482728,-0.74068783,49.01012461
10476,2,t30uxv,461861.277639,6845428.525422,-0.23457978,48.66511894
10477,1,t30uxv,384910.005948,6879609.525157,-1.30326113,48.93916620
10478,3,t30uxv,408090.933762,6913777.540325,-1.01091891,49.25691881
10479,3,t30uxv,445571.697894,6850538.522945,-0.45860171,48.70483202
10480,2,t30uxv,430469.059554,6887650.017611,-0.68715280,49.03209471
10481,2,t30uxv,389327.718355,6870281.792648,-1.23621629,48.85755289
10482,3,t30uxv,380098.906172,6883831.904530,-1.37202401,48.97470279
10483,4,t30uxv,396887.298866,6868415.758202,-1.13199675,48.84439547
10484,4,t30uxv,423212.629372,6910040.050809,-0.80100189,49.23008214
10485,1,t30uxv,394531.313649,6871164.987020,-1.16602941,48.86797296
10486,2,t30uxv,446656.947672,6864573.816223,-0.45220399,48.83137037
10487,2,t30uxv,449103.429225,6846415.116234,-0.40823490,48.66915973
10488,2,t30uxv,430161.999585,6850445.209343,-0.66772383,48.69774133
10489,4,t30uxv,416818.798166,6877149.682809,-0.86656694,48.93191303
10490,2,t30uxv,436152.916376,6861535.024433,-0.59326148,48.79985496
10491,1,t30uxv,397278.927710,6856831.322133,-1.11843880,48.74053436
10492,3,t30uxv,366646.551872,6942663.518872,-1.60228155,49.49587160
10493,1,t30uxv,399831.296233,6856634.772322,-1.08363849,48.73996068
10494,3,t30uxv,470339.396290,6905101.761169,-0.15188300,49.20437610
10495,4,t30uxv,400322.802997,6863015.782326,-1.08144680,48.79750267
10496,3,t30uxv,427319.064297,6863501.087490,-0.71465148,48.81384291
10497,5,t30uxv,385203.991752,6850058.001973,-1.27741280,48.67392734
10498,4,t30uxv,402582.646395,6875680.163391,-1.05958299,48.91229216
10499,4,t30uxv,388837.574675,6880591.114116,-1.25044648,48.94989221
10500,3,t30uxv,454806.668826,6870361.204339,-0.34462426,48.88652266
10501,1,t30uxv,442927.622004,6866145.911421,-0.50390581,48.84401826
10502,5,t30uxv,454222.505199,6879392.231070,-0.35781853,48.96743934
10503,5,t30uxv,461276.629516,6854457.692002,-0.24755310,48.74604669
10504,4,t30uxv,409762.192720,6918785.559234,-0.99146988,49.30264170
10505,4,t30uxv,450682.366877,6866829.597713,-0.39874171,48.85320824
10506,1,t30uxv,417218.359440,6898946.387400,-0.87571611,49.12784432
10507,3,t30uxv,394044.093493,6898166.930432,-1.19219461,49.11020551
10508,1,t30uxv,420758.284901,6911514.094532,-0.83563611,49.24225167
10509,2,t30uxv,379509.766879,6859482.366994,-1.36169603,48.75576608
10510,5,t30uxv,440665.261738,6853484.747805,-0.52699785,48.72935397
10511,2,t30uxv,419272.769050,6875676.366264,-0.83213764,48.91975512
10512,3,t30uxv,447044.836100,6852991.674698,-0.44005369,48.72745401
10513,2,t30uxv,442647.093874,6895694.987342,-0.52569560,49.10935424
10514,1,t30uxv,374110.645978,6922820.312568,-1.48391696,49.32166789
10515,1,t30uxv,380886.439517,6910739.013520,-1.38166787,49.21665030
10516,4,t30uxv,386971.010007,6856340.896808,-1.25804854,48.73121441
10517,2,t30uxv,383055.148320,6955531.018872,-1.38607854,49.61971072
10518,3,t30uxv,398063.823464,6850352.250494,-1.10320347,48.68270561
10519,2,t30uxv,372047.419379,6912703.944018,-1.50431211,49.22981836
10520,2,t30uxv,470624.133566,6892241.266739,-0.14096234,49.08894452
10521,4,t30uxv,427910.453092,6871157.828570,-0.71150614,48.88287598
10522,4,t30uxv,431365.925898,6915829.873378,-0.69291745,49.28554927
10523,4,t30uxv,396695.650846,6899246.618018,-1.15670850,49.12115919
10524,3,t30uxv,451760.834986,6864178.910331,-0.38251092,48.82980805
10525,3,t30uxv,422429.912842,6916521.654380,-0.81603213,49.28794292
10526,5,t30uxv,377449.506434,6916141.113681,-1.43292084,49.26341532
10527,2,t30uxv,369495.407663,6862819.817693,-1.50028150,48.78068404
10528,2,t30uxv,407011.529590,6916429.492396,-1.02758159,49.28023430
10529,1,t30uxv,423403.174909,6895900.219482,-0.78907870,49.10318625
10530,5,t30uxv,444318.931713,6900701.324338,-0.50586500,49.15498999
10531,2,t30uxv,460388.160853,6842975.746560,-0.25319439,48.64253113
10532,1,t30uxv,426530.985648,6853292.652906,-0.71882673,48.72179730
10533,3,t30uxv,414857.414710,6885004.579342,-0.89859544,49.00159437
10534,4,t30uxv,425358.129550,6871354.984906,-0.74639727,48.88356349
10535,5,t30uxv,372932.096420,6857420.306772,-1.44944730,48.73394954
10536,5,t30uxv,440862.460506,6856036.639045,-0.52586816,48.75236230
10537,3,t30uxv,406802.222186,6863800.265072,-0.99389251,48.80752727
10538,3,t30uxv,366645.971612,6892571.349308,-1.56237595,49.04632163
10539,4,t30uxv,467952.047029,6857791.114597,-0.15865302,48.77843748
10540,4,t30uxv,365860.161386,6932447.040429,-1.60489757,49.40379108
20000,5,t31tfj,863339.410011,6311632.411903,5.03260961,43.88477677
20001,4,t31tfj,867169.659540,6320597.873459,5.08319442,43.96453590
20002,4,t31tfj,860767.656504,6321870.876285,5.00385289,43.97747971
20003,4,t31tfj,863330.736990,6319313.432076,5.03496448,43.95388107
20004,5,t31tfj,854362.967135,6325704.477474,4.92522012,44.01340494
20005,5,t31tfj,859483.413261,6325709.837742,4.98905760,44.01231107
20006,4,t31tfj,853080.238026,6328263.402094,4.90999998,44.03670890
20007,4,t31tfj,855662.285539,6307783.056833,4.93593988,43.85188252
20008,3,t31tfj,846680.870141,6326976.919224,4.82981163,44.02649748
20009,1,t31tfj,827490.256516,6312876.276340,4.58694768,43.90336149
20010,3,t31tfj,853077.659226,6330823.595881,4.91074064,44.05974486
20011,5,t31tfj,840269.553033,6338491.965332,4.75304729,44.13141878
20012,5,t31tfj,899217.822553,6287355.638455,5.46937330,43.65720389
20013,4,t31tfj,903020.646641,6312963.327759,5.52663206,43.88644108
20014,4,t31tfj,872262.763197,6344923.325522,5.15490202,44.18216283
20015,4,t31tfj,808279.700915,6319262.455207,4.34923115,43.96403859
20016,4,t31tfj,858206.025239,6323148.248281,4.97233500,43.98955258
20017,5,t31tfj,867183.005186,6309076.463635,5.07958029,43.86088243
20018,5,t31tfj,838984.983295,6343611.082827,4.73840659,44.17773862
20019,2,t31tfj,841553.115212,6334652.845098,4.76800940,44.09661590
20020,5,t31tfj,891557.156777,6273260.399187,5.36923429,43.53255152
20021,5,t31tfj,883847.368492,6292454.537762,5.28078660,43.70722319
20022,2,t31tfj,858212.918299,6316747.471338,4.97043004,43.93196389
20023,2,t31tfj,853101.721504,6307780.253422,4.90410627,43.85241754
20024,1,t31tfj,879981.514306,6311652.423075,5.23960652,43.88090576
20025,3,t31tfj,813433.894949,6279570.010466,4.40464498,43.60610267
20026,5,t31tfj,856917.890592,6330827.494687,4.95865683,44.05893318
20027,5,t31tfj,809555.334122,6325665.055561,4.36650368,44.02145523
20028,2,t31tfj,851793.778540,6334662.545570,4.89587150,44.09456501
20029,5,t31tfj,900536.419201,6263030.921366,5.47625473,43.43808283
20030,3,t31tfj,817261.279251,6296221.514880,4.45582988,43.75528670
20031,2,t31tfj,856921.865294,6326987.241754,4.95751835,44.02438018
20032,3,t31tfj,819797.613693,6325672.883433,4.49423016,44.01985596
20033,5,t31tfj,862053.440977,6316751.703931,5.01824180,43.93112911
20034,5,t31tfj,841578.896289,6307768.215160,4.76084449,43.85471547
20035,3,t31tfj,841581.477549,6305207.513402,4.76016677,43.83167675
20036,3,t31tfj,867195.307190,6298834.421381,5.07638393,43.76874423
20037,4,t31tfj,865896.843752,6314195.723940,5.06525424,43.90724004
20038,5,t31tfj,901744.290290,6310401.533956,5.50974529,43.86376484
20039,5,t31tfj,841547.333208,6341053.240414,4.76972858,44.15420958
20040,4,t31tfj,827506.661648,6294950.229318,4.58268001,43.74207540
20041,3,t31tfj,804437.687149,6320540.040140,4.30162854,43.97611529
20042,2,t31tfj,815994.168774,6280852.986685,4.43663079,43.61723022
20043,4,t31tfj,821104.024753,6294944.349902,4.50322542,43.74314823
20044,3,t31tfj,883859.829140,6283492.305448,5.27773479,43.62661096
20045,5,t31tfj,846667.500525,6341057.893959,4.83372341,44.15320000
20046,3,t31tfj,897888.501220,6321915.914688,5.46628232,43.96842986
20047,5,t31tfj,808293.337721,6301336.268139,4.34559495,43.80273709
20048,1,t31tfj,883867.105302,6278370.753304,5.27599658,43.58054624
20049,4,t31tfj,831313.188525,6333363.670886,4.63981579,44.08700416
20050,3,t31tfj,863325.081319,6324433.887083,5.03653908,43.99995008
20051,4,t31tfj,815989.619658,6285975.661821,4.43772954,43.66331657
20052,1,t31tfj,819837.417010,6279575.795578,4.48392258,43.60510092
20053,1,t31tfj,881315.389178,6271964.813435,5.24217627,43.52359017
20054,5,t31tfj,827510.302535,6291108.628612,4.58177012,43.70751346
20056,4,t31tfj,809544.422981,6341027.911324,4.36969121,44.15970745
20057,4,t31tfj,832645.427547,6278307.669528,4.64215154,43.59141200
20058,2,t31tfj,810833.751673,6328226.570275,4.38300592,44.04430526
20059,4,t31tfj,837745.451311,6300082.068418,4.71111114,43.78632335
20060,2,t31tfj,805719.893035,6317980.212265,4.31707389,43.95288938
20061,5,t31tfj,908155.615445,6302730.771282,5.58632298,43.79291024
20062,2,t31tfj,804433.201984,6326941.717820,4.30288900,44.03372280
20063,2,t31tfj,906901.113834,6286087.267441,5.56403430,43.64359388
20064,5,t31tfj,817240.092264,6321829.983019,4.46145064,43.98570697
20065,3,t31tfj,806985.799600,6338465.777543,4.33716315,44.13704469
20066,5,t31tfj,900431.354627,6334717.913327,5.50300871,44.08287129
20067,1,t31tfj,845422.540514,6305211.454510,4.80790422,43.83093131
20068,2,t31tfj,878724.507400,6293727.912232,5.21771050,43.71998968
20069,1,t31tfj,806997.478002,6321822.226079,4.33379565,43.98726869
20070,5,t31tfj,858210.142714,6319307.815722,4.97119134,43.95499944
20071,5,t31tfj,817237.070643,6325670.860793,4.46229954,44.02026916
20072,3,t31tfj,823661.605829,6298788.200331,4.53589187,43.77728822
20074,3,t31tfj,818539.593632,6298783.674238,4.47228988,43.77812540
20075,4,t31tfj,872288.534893,6321883.851663,5.14738831,43.97487127
20076,1,t31tfj,873571.619125,6319325.203523,5.16249943,43.95153764
20077,5,t31tfj,873601.640708,6295001.525150,5.15460632,43.73272186
20078,1,t31tfj,849229.971596,6338500.223923,4.86499398,44.12964560
20080,2,t31tfj,862035.408540,6333392.909164,5.02332678,44.08085402
20081,1,t31tfj,896655.429686,6288632.042241,5.43812024,43.66939982
20082,4,t31tfj,809549.802117,6333346.675051,4.36809460,44.09058179
20083,3,t31tfj,883843.872079,6295015.064357,5.28166087,43.73025501
20084,2,t31tfj,900509.869278,6279675.978822,5.48238652,43.58777354
20085,1,t31tfj,823667.443092,6292385.581276,4.53441926,43.71968393
20086,3,t31tfj,883825.148906,6309097.100639,5.28648798,43.85692812
20087,1,t31tfj,855648.452432,6320585.242343,4.93967824,43.96706325
20088,4,t31tfj,891460.122561,6344945.052541,5.39491764,44.17738086
20089,5,t31tfj,887681.052399,6297580.777341,5.33019565,43.75232451
20090,4,t31tfj,844103.962974,6344895.625608,4.80277905,44.18826458
20091,1,t31tfj,895369.555328,6292470.832429,5.42364844,43.70428167
20092,3,t31tfj,845415.953949,6311613.038469,4.80964596,43.88852643
20093,3,t31tfj,855669.427642,6301381.529845,4.93407901,43.79429118
20094,2,t31tfj,863327.896515,6321873.681827,5.03575131,43.97691563
20095,3,t31tfj,887719.673736,6270693.725470,5.32086602,43.51049419
20096,3,t31tfj,839023.297414,6302644.174320,4.72767611,43.80912342
20097,1,t31tfj,876122.663204,6327008.480759,5.19692880,44.02002583
20098,1,t31tfj,883830.170077,6305256.687652,5.28516837,43.82238123
20099,5,t31tfj,879978.299671,6314212.636190,5.24047023,43.90393753
20100,5,t31tfj,842830.867456,6337214.199096,4.78468616,44.11940471
20101,4,t31tfj,851790.039850,6338502.677737,4.89697684,44.12911884
20102,4,t31tfj,905597.433670,6301446.889051,5.55404421,43.78211219
20103,1,t31tfj,838991.747321,6335930.637099,4.73637902,44.10862525
20104,5,t31tfj,813388.622218,6335909.878892,4.41659916,44.11303890
20105,3,t31tfj,892810.965771,6291186.894563,5.39144527,43.69343572
20106,4,t31tfj,908125.852764,6323209.845029,5.59431044,43.97711710
20107,3,t31tfj,894123.916196,6269423.024421,5.39951946,43.49734478
20108,4,t31tfj,831333.638149,6310319.046407,4.63411644,43.87964750
20109,2,t31tfj,821082.048745,6320552.774039,4.50902666,43.97356404
20110,4,t31tfj,837750.622323,6294960.267627,4.70979789,43.74024404
20111,5,t31tfj,827501.876002,6300072.193883,4.58389572,43.78815764
20112,5,t31tfj,885084.098816,6325739.273665,5.30818766,44.00630717
20113,4,t31tfj,881235.003075,6333414.305411,5.26295436,44.07635702
20114,2,t31tfj,868429.891924,6338519.648840,5.10484331,44.12547683
20115,1,t31tfj,871039.398819,6296278.575491,5.12324732,43.74483362
20116,1,t31tfj,836420.566001,6348729.015036,4.70772550,44.22429725
20117,5,t31tfj,841621.360637,6268071.855911,4.75042972,43.49760390
20118,2,t31tfj,901780.242333,6286079.302817,5.50061343,43.64499969
20119,3,t31tfj,815949.976168,6334631.564846,4.44829896,44.10111722
20120,3,t31tfj,832617.596922,6306479.122554,4.64908977,43.84485863
20122,2,t31tfj,904282.754251,6325764.235603,5.54746623,44.00121996
20123,2,t31tfj,810840.416452,6319264.367032,4.38113321,43.96365738
20124,5,t31tfj,815944.309079,6342312.607102,4.44998978,44.17024037
20125,4,t31tfj,841590.684166,6296244.684480,4.75780109,43.75104043
20126,3,t31tfj,850516.216233,6332101.143003,4.87915988,44.07179297
20127,2,t31tfj,844119.341506,6328254.601204,4.79823118,44.03852326
20128,2,t31tfj,813436.154158,6277008.553876,4.40410899,43.58305898
20129,3,t31tfj,908133.100403,6318090.351155,5.59230645,43.93106605
20130,2,t31tfj,862063.589533,6307790.269456,5.01551998,43.85050618
20131,2,t31tfj,899163.279822,6325757.337054,5.48366481,44.00262550
20132,4,t31tfj,830065.231295,6297513.652536,4.61508028,43.76467162
20133,1,t31tfj,880015.189307,6286047.689863,5.23102555,43.65058214
20134,3,t31tfj,813394.295802,6328228.466093,4.41495057,44.04391405
20135,1,t31tfj,869701.650114,6346200.486826,5.12330912,44.19427853
20136,1,t31tfj,860758.067251,6330831.490446,5.00657099,44.05810142
20137,1,t31tfj,895360.320457,6298871.728700,5.42597278,43.76185515
20138,3,t31tfj,860778.988872,6311629.506098,5.00076033,43.88533906
20139,2,t31tfj,895414.458603,6263022.659191,5.41304473,43.43943494
20140,4,t31tfj,813402.106536,6317985.973182,4.41276158,43.95174619
20141,5,t31tfj,805722.690821,6314139.017018,4.31631108,43.91832465
20142,5,t31tfj,815953.844136,6329510.658698,4.44717511,44.05503462
20143,4,t31tfj,821074.799665,6329514.648895,4.51107346,44.05420723
20144,4,t31tfj,833910.445103,6293675.916045,4.66181140,43.72942719
20145,2,t31tfj,877389.362108,6338529.520859,5.21675460,44.12335922
20146,1,t31tfj,887700.885058,6283497.776811,5.32529422,43.62565296
20147,1,t31tfj,900490.333591,6292478.393831,5.48713551,43.70291708
20148,1,t31tfj,878673.663016,6334691.244430,5.23144030,44.08850121
20149,2,t31tfj,835188.386563,6296238.164019,4.67834148,43.75223518
20150,4,t31tfj,903041.076773,6298882.914093,5.52129280,43.75979093
20151,5,t31tfj,896579.143063,6344951.235950,5.45891150,44.17602059
20152,3,t31tfj,871022.057232,6310361.234507,5.12774173,43.87151993
20153,1,t31tfj,831359.574317,6283428.902167,4.62754380,43.63772111
20154,1,t31tfj,892847.430682,6266860.109088,5.38279505,43.47464474
20155,2,t31tfj,904369.341098,6268158.958207,5.52557692,43.48310336
20156,4,t31tfj,858207.391609,6321868.115231,4.97195355,43.97803490
20157,3,t31tfj,865899.805900,6311635.363784,5.06445795,43.88420562
20158,3,t31tfj,899184.266225,6310397.920698,5.47791763,43.86445982
20159,1,t31tfj,878731.359778,6288606.648942,5.21601255,43.67392382
20160,2,t31tfj,872282.621005,6327004.036228,5.14905107,44.02093680
20161,3,t31tfj,803159.121950,6317978.381867,4.28517676,43.95325264
20162,3,t31tfj,897949.244746,6279672.020087,5.45070400,43.58845750
20163,1,t31tfj,856935.509095,6314185.681270,4.95373807,43.90920183
20164,2,t31tfj,835175.908683,6309042.295231,4.68157132,43.86743433
20165,5,t31tfj,814706.750853,6288535.811140,4.42240300,43.68655831
20166,2,t31tfj,902984.280540,6339840.308366,5.53692265,44.12821845
20167,1,t31tfj,823669.811390,6289824.448352,4.53383145,43.69664204
20168,1,t31tfj,839013.202576,6312886.975645,4.73033961,43.90127966
20169,4,t31tfj,836479.312930,6285995.312495,4.69163939,43.65984026
20170,3,t31tfj,832580.502703,6348725.852037,4.65966875,44.22500574
20171,4,t31tfj,832654.801491,6269342.752993,4.63996284,43.51076734
20172,2,t31tfj,891498.867768,6314227.502374,5.38380577,43.90103585
20174,5,t31tfj,821107.482477,6291102.677276,4.50236116,43.70858500
20175,3,t31tfj,813399.144588,6321826.990973,4.41358123,43.98630932
20176,5,t31tfj,821072.770704,6332075.086628,4.51165982,44.07724791
20177,3,t31tfj,905533.872927,6347521.802311,5.57189126,44.19657894
20178,4,t31tfj,903018.836398,6314243.295370,5.52711918,43.89795456
20179,3,t31tfj,832595.556548,6330804.438706,4.65515530,44.06373455
20180,2,t31tfj,845408.235553,6319294.560034,4.81174289,43.95763973
20181,2,t31tfj,828774.072919,6309036.331916,4.60195417,43.86857843
20182,1,t31tfj,904260.715850,6342401.411547,5.55389953,44.15088766
20183,5,t31tfj,864644.040248,6291149.206584,5.04224630,43.70021140
20184,1,t31tfj,905645.522263,6270721.820398,5.54235637,43.50578109
20185,4,t31tfj,855645.758046,6323145.543851,4.94042859,43.99009908
20186,3,t31tfj,895344.172549,6310392.587784,5.43017402,43.86548568
20187,4,t31tfj,810872.455199,6279567.785489,4.37293281,43.60648799
20188,1,t31tfj,827516.469012,6284705.714380,4.58025722,43.64990972
20189,1,t31tfj,842855.367137,6311610.455000,4.77779057,43.88902660
20190,1,t31tfj,888933.783679,6318064.203015,5.35331722,43.93624096
20192,2,t31tfj,904330.836320,6292484.193902,5.53474786,43.70187052
20193,2,t31tfj,883854.446360,6287333.336884,5.27904116,43.66115922
20194,5,t31tfj,839059.901531,6268068.973617,4.71877959,43.49808418
20195,2,t31tfj,818510.377528,6334633.502002,4.48027327,44.10070733
20196,3,t31tfj,908173.260877,6291209.966450,5.58186326,43.68929076
20197,3,t31tfj,897895.420906,6316796.124685,5.46437774,43.92237419
20198,4,t31tfj,859495.921502,6314188.493513,4.98560098,43.90865241
20199,5,t31tfj,908169.283487,6293770.230443,5.58285225,43.71231751
20200,4,t31tfj,835182.082377,6302640.377708,4.67995400,43.80983507
20201,2,t31tfj,885095.345970,6316779.239946,5.30506684,43.92570073
20202,1,t31tfj,879971.953885,6319332.925623,5.24220075,43.95000076
20203,1,t31tfj,841584.080682,6302646.764638,4.75948986,43.80863793
20204,4,t31tfj,807014.803341,6298774.191631,4.32917576,43.77987969
20205,2,t31tfj,892807.283291,6293747.344021,5.39236150,43.71646578
20206,2,t31tfj,813428.323390,6285973.430146,4.40598773,43.66371147
20207,1,t31tfj,808273.190370,6328224.717832,4.35106063,44.04468754
20208,4,t31tfj,864622.575788,6309073.463073,5.04774467,43.86145756
20209,4,t31tfj,890292.377893,6263014.611650,5.34983041,43.44075213
20210,2,t31tfj,833904.149089,6300078.275886,4.66340677,43.78702780
20211,4,t31tfj,872305.347827,6307802.416351,5.14283605,43.84818888
20212,1,t31tfj,899251.797824,6265589.774031,5.46138694,43.46145405
20213,5,t31tfj,886416.894363,6286056.612041,5.31032408,43.64900618
20214,1,t31tfj,819829.208094,6288540.338154,4.48590961,43.68575025
20216,4,t31tfj,841597.424217,6289842.301891,4.75611732,43.69344230
20217,1,t31tfj,859474.030336,6334670.266956,4.99175891,44.09293301
20218,5,t31tfj,827497.169106,6305193.967392,4.58511433,43.83423948
20219,5,t31tfj,864594.075253,6334675.627049,5.05567927,44.09180033
20220,1,t31tfj,888964.819197,6295022.126149,5.34518198,43.72896867
20222,2,t31tfj,891549.457377,6278381.983055,5.37104064,43.57861358
20223,1,t31tfj,828806.008881,6275742.393055,4.59399161,43.56904357
20224,2,t31tfj,832611.617308,6312880.917086,4.65067932,43.90245843
20225,2,t31tfj,895363.991805,6296311.406648,5.42504222,43.73882584
20226,4,t31tfj,851829.806585,6300096.894436,4.88601175,43.78357014
20227,2,t31tfj,886404.360014,6295018.570897,5.31342195,43.72961625
20228,4,t31tfj,828799.606677,6282145.722999,4.59551335,43.62664774
20229,5,t31tfj,837725.618459,6320567.391701,4.71639545,43.97063654
20230,3,t31tfj,904306.128582,6309125.199212,5.54108250,43.85154757
20231,2,t31tfj,826213.303434,6309034.027767,4.57010602,43.86902055
20232,1,t31tfj,818513.335806,6330792.865724,4.47941153,44.06614591
20233,4,t31tfj,824930.663186,6311593.658973,4.55478088,43.89227925
20234,3,t31tfj,869780.450167,6279631.845577,5.10212635,43.59540194
20235,2,t31tfj,841609.900156,6278317.231423,4.75309910,43.58976406
