patch_id,depth_cm,ph,soc_gkg,clay_pct,sand_pct,cec_cmolkg,nitrogen_gkg,valid,confidence,source_version
20012,15-30,7.9,10.9,24.5,28.0,17.8,1.2,True,0.14987574895659272,m2_m3_auto_center_v1
20013,0-5,7.6,31.0,23.7,24.8,21.2,2.03,True,0.1094194025779251,m2_m3_auto_center_v1
20013,5-15,7.7,15.8,23.7,24.7,18.2,1.7,True,0.14989961526122192,m2_m3_auto_center_v1
20013,15-30,7.7,11.5,25.7,23.6,16.4,1.2,True,0.1359449178320748,m2_m3_auto_center_v1
20014,0-5,7.8,32.5,22.8,28.4,20.3,1.8,True,0.1024262728531966,m2_m3_auto_center_v1
20014,5-15,7.9,15.8,24.2,29.0,15.4,1.5,True,0.14648358447532533,m2_m3_auto_center_v1
20014,15-30,7.9,13.9,25.5,28.8,14.6,1.3,True,0.14116667035000996,m2_m3_auto_center_v1
20015,0-5,7.8,28.4,18.6,41.1,21.5,1.83,True,0.10703435178858746,m2_m3_auto_center_v1
20015,5-15,7.8,15.5,15.8,41.5,17.0,1.8,True,0.15776373299757718,m2_m3_auto_center_v1
20015,15-30,7.8,16.9,20.7,38.6,16.1,1.38,True,0.13842133750467117,m2_m3_auto_center_v1
20016,0-5,8.0,28.7,20.0,28.4,17.0,1.7,True,0.10492517475548063,m2_m3_auto_center_v1
20016,5-15,8.0,22.4,20.0,28.0,16.1,1.7,True,0.17191318455138946,m2_m3_auto_center_v1
20016,15-30,8.0,12.0,21.9,27.0,16.6,1.23,True,0.14049994947893377,m2_m3_auto_center_v1
20017,0-5,7.6,28.9,18.3,32.9,16.4,2.05,True,0.10375533943775539,m2_m3_auto_center_v1
20017,5-15,7.7,15.2,18.1,32.8,16.0,1.7,True,0.1549165362771215,m2_m3_auto_center_v1
20017,15-30,7.7,9.2,19.6,31.3,16.0,1.12,True,0.14343967969075114,m2_m3_auto_center_v1
20018,0-5,7.7,30.9,15.1,31.7,17.3,1.66,True,0.10937204790614162,m2_m3_auto_center_v1
20018,5-15,7.8,16.3,14.9,32.0,14.8,1.4,True,0.17935692303268982,m2_m3_auto_center_v1
20018,15-30,7.8,14.4,15.7,31.7,15.4,1.22,True,0.16397381902787636,m2_m3_auto_center_v1
20019,0-5,7.8,29.4,15.5,31.7,19.0,1.68,True,0.11021601649366507,m2_m3_auto_center_v1
20019,5-15,7.8,17.9,16.2,32.2,16.1,1.3,True,0.1694092575787139,m2_m3_auto_center_v1
20019,15-30,7.9,14.6,17.0,31.5,16.3,1.2,True,0.15777117357099618,m2_m3_auto_center_v1
20020,0-5,7.9,23.4,20.6,33.4,19.0,1.62,True,0.1049608521004665,m2_m3_auto_center_v1
20020,5-15,8.0,12.5,20.7,32.9,19.2,1.4,True,0.16321355868592266,m2_m3_auto_center_v1
20020,15-30,8.0,9.1,24.0,29.0,18.8,1.2,True,0.14943677678634507,m2_m3_auto_center_v1
20021,0-5,7.4,33.0,24.8,30.8,19.2,2.13,True,0.08913811673218208,m2_m3_auto_center_v1
20021,5-15,7.4,22.6,24.5,30.5,17.6,2.0,True,0.13814668023446772,m2_m3_auto_center_v1
20021,15-30,7.4,13.2,24.6,28.7,16.0,0.95,True,0.13896536463338063,m2_m3_auto_center_v1
20022,0-5,7.8,28.7,18.5,29.8,17.8,1.78,True,0.10919552115656923,m2_m3_auto_center_v1
20022,5-15,7.8,20.0,18.0,28.6,15.0,1.8,True,0.1898325341957584,m2_m3_auto_center_v1
20022,15-30,7.9,13.4,20.5,28.1,16.1,1.2,True,0.14414268199387048,m2_m3_auto_center_v1
20023,0-5,7.8,30.9,19.5,25.0,18.6,1.64,True,0.10908542226126568,m2_m3_auto_center_v1
20023,5-15,7.8,18.8,19.4,25.2,15.6,1.8,True,0.19289070130929223,m2_m3_auto_center_v1
20023,15-30,7.9,15.3,20.4,24.7,16.4,1.35,True,0.1483398333271049,m2_m3_auto_center_v1
20024,0-5,7.9,29.6,20.5,32.3,18.4,1.8,True,0.09882284857377031,m2_m3_auto_center_v1
20024,5-15,8.0,12.0,21.9,33.4,18.2,1.35,True,0.1452523334232395,m2_m3_auto_center_v1
20024,15-30,8.0,9.7,25.5,31.3,17.8,1.29,True,0.1335527325922821,m2_m3_auto_center_v1
20025,0-5,8.0,32.6,27.1,10.0,23.7,1.67,True,0.0909852455858198,m2_m3_auto_center_v1
20025,5-15,8.0,15.2,28.3,8.3,23.2,1.3,True,0.13059710454522683,m2_m3_auto_center_v1
20025,15-30,8.0,13.3,28.9,11.2,22.5,1.0,True,0.12539989069544016,m2_m3_auto_center_v1
20026,0-5,7.7,30.0,20.7,37.1,19.8,2.32,True,0.09468304640862438,m2_m3_auto_center_v1
20026,5-15,7.8,19.9,19.8,37.7,16.0,1.7,True,0.17232884162026366,m2_m3_auto_center_v1
20026,15-30,7.7,11.9,21.0,35.0,15.8,1.15,True,0.14708806238937,m2_m3_auto_center_v1
20027,0-5,7.8,26.6,14.2,36.5,18.8,2.0,True,0.1158557257762279,m2_m3_auto_center_v1
20027,5-15,7.8,16.1,11.7,36.3,14.1,1.75,True,0.1565226055464782,m2_m3_auto_center_v1
20027,15-30,7.8,11.0,17.3,35.3,13.8,1.35,True,0.13593268802785163,m2_m3_auto_center_v1
20028,0-5,7.8,30.0,15.8,36.7,18.4,1.7,True,0.10831437537430534,m2_m3_auto_center_v1
20028,5-15,7.8,17.9,15.7,36.3,15.2,1.55,True,0.1800206774019105,m2_m3_auto_center_v1
20028,15-30,7.9,12.0,19.3,35.1,15.2,1.3,True,0.15420573032330717,m2_m3_auto_center_v1
20029,0-5,7.8,27.0,19.7,26.4,18.5,1.58,True,0.10636826184377195,m2_m3_auto_center_v1
20029,5-15,7.9,17.6,22.0,25.7,17.4,1.4,True,0.15301376908132838,m2_m3_auto_center_v1
20029,15-30,7.9,15.3,24.6,24.8,17.5,1.2,True,0.1513141495352112,m2_m3_auto_center_v1
20030,0-5,7.7,29.2,14.6,36.7,23.4,1.8,True,0.11527540242325669,m2_m3_auto_center_v1
20030,5-15,7.8,18.3,13.2,36.3,18.8,1.7,True,0.17019001261898428,m2_m3_auto_center_v1
20030,15-30,7.8,16.1,18.4,34.8,17.4,1.34,True,0.15605098727817748,m2_m3_auto_center_v1
20031,0-5,7.7,26.8,20.0,29.8,17.0,1.78,True,0.09500923423512936,m2_m3_auto_center_v1
20031,5-15,7.8,17.9,20.0,29.9,16.1,1.7,True,0.16153295659538097,m2_m3_auto_center_v1
20031,15-30,7.8,11.4,20.8,29.8,16.6,1.28,True,0.13981092606109652,m2_m3_auto_center_v1
20032,0-5,7.8,33.6,15.1,35.4,20.8,1.86,True,0.10969502721379862,m2_m3_auto_center_v1
20032,5-15,7.8,17.7,13.5,35.8,15.5,1.8,True,0.16083849006391318,m2_m3_auto_center_v1
20032,15-30,7.8,14.2,17.4,34.7,14.4,1.3,True,0.14696273866017953,m2_m3_auto_center_v1
20033,0-5,7.8,28.6,20.1,26.8,18.4,1.7,True,0.09954305679306062,m2_m3_auto_center_v1
20033,5-15,7.9,17.9,19.2,27.6,16.4,1.61,True,0.15917849705198803,m2_m3_auto_center_v1
20033,15-30,7.9,12.3,20.4,27.3,17.0,1.28,True,0.1418892056398387,m2_m3_auto_center_v1
20034,0-5,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,m2_m3_auto_center_v1
20034,5-15,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,m2_m3_auto_center_v1
20034,15-30,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,m2_m3_auto_center_v1
20035,0-5,7.8,30.6,17.6,27.2,20.4,1.74,True,0.09947182867406751,m2_m3_auto_center_v1
20035,5-15,7.9,17.8,17.7,26.9,18.2,1.5,True,0.15577418302866972,m2_m3_auto_center_v1
20035,15-30,7.9,14.0,20.5,25.6,18.5,1.3,True,0.14645631595579453,m2_m3_auto_center_v1
20036,0-5,7.6,38.0,20.9,32.1,19.4,2.37,True,0.08286993468730525,m2_m3_auto_center_v1
20036,5-15,7.6,29.4,20.8,33.2,17.2,2.2,True,0.14657007896016003,m2_m3_auto_center_v1
20036,15-30,7.6,14.2,18.3,30.9,17.4,1.16,True,0.1367264101991751,m2_m3_auto_center_v1
20037,0-5,7.8,28.1,19.2,30.6,16.0,1.72,True,0.10622280665878064,m2_m3_auto_center_v1
20037,5-15,7.9,15.1,19.2,30.2,15.5,1.5,True,0.16648369617323686,m2_m3_auto_center_v1
20037,15-30,7.9,10.6,20.2,29.9,15.2,1.2,True,0.15626461672072992,m2_m3_auto_center_v1
20038,0-5,7.7,30.9,26.8,25.8,22.5,1.9,True,0.11420390842713565,m2_m3_auto_center_v1
20038,5-15,7.7,16.8,27.0,24.7,17.2,1.7,True,0.15416344729177367,m2_m3_auto_center_v1
20038,15-30,7.8,12.4,28.2,25.1,15.8,1.1,True,0.14744119763174524,m2_m3_auto_center_v1
20039,0-5,7.6,28.7,16.5,31.5,19.1,1.49,True,0.10615386155011285,m2_m3_auto_center_v1
20039,5-15,7.8,15.9,16.7,31.7,17.0,1.3,True,0.1748910564930952,m2_m3_auto_center_v1
20039,15-30,7.8,13.6,19.0,32.1,17.2,1.29,True,0.16271949697260177,m2_m3_auto_center_v1
20040,0-5,7.9,30.9,22.7,10.9,19.9,1.6,True,0.09276186577270515,m2_m3_auto_center_v1
20040,5-15,8.0,15.1,26.2,9.3,19.4,1.6,True,0.14712407148977763,m2_m3_auto_center_v1
20040,15-30,8.0,13.0,27.1,10.1,19.3,1.1,True,0.13785442100546652,m2_m3_auto_center_v1
20041,0-5,7.8,27.0,21.4,36.2,20.1,1.7,True,0.107704219862513,m2_m3_auto_center_v1
20041,5-15,7.8,16.4,21.9,36.2,15.8,1.9,True,0.1606081404697116,m2_m3_auto_center_v1
20041,15-30,7.9,12.1,25.5,35.4,16.2,1.35,True,0.1353741442595255,m2_m3_auto_center_v1
20042,0-5,7.8,30.9,16.2,12.5,21.2,1.9,True,0.08920189564770438,m2_m3_auto_center_v1
20042,5-15,7.9,15.1,16.5,12.4,19.2,1.57,True,0.1389977207420232,m2_m3_auto_center_v1
20042,15-30,7.9,13.0,18.4,12.5,18.8,1.2,True,0.13202748141737639,m2_m3_auto_center_v1
20043,0-5,7.8,37.4,19.8,25.8,21.4,2.31,True,0.0869547456985872,m2_m3_auto_center_v1
20043,5-15,7.8,18.3,19.4,25.8,18.4,1.9,True,0.1312919149877071,m2_m3_auto_center_v1
20043,15-30,7.8,17.0,22.9,24.7,19.2,1.3,True,0.12046402710134811,m2_m3_auto_center_v1
20044,0-5,7.8,26.3,22.8,30.4,21.0,1.7,True,0.10425996420844745,m2_m3_auto_center_v1
20044,5-15,7.9,14.9,22.9,30.0,18.1,1.5,True,0.15705214786431182,m2_m3_auto_center_v1
20044,15-30,7.9,11.1,25.7,27.2,17.4,1.26,True,0.14845940931252047,m2_m3_auto_center_v1
20045,0-5,7.8,28.4,17.6,36.2,20.8,1.72,True,0.10812823544700155,m2_m3_auto_center_v1
20045,5-15,7.8,16.1,17.3,35.7,18.2,1.7,True,0.16817820126784352,m2_m3_auto_center_v1
20045,15-30,7.8,11.0,20.0,35.3,18.5,1.33,True,0.14640731727582063,m2_m3_auto_center_v1
20046,0-5,6.8,42.3,22.0,21.2,20.1,2.7,True,0.09423049523754992,m2_m3_auto_center_v1
20046,5-15,7.0,32.6,22.2,20.5,19.0,2.12,True,0.1267374483474291,m2_m3_auto_center_v1
20046,15-30,7.0,16.3,22.2,20.0,16.8,1.15,True,0.1355964655952322,m2_m3_auto_center_v1
20047,0-5,7.6,26.7,19.8,32.6,21.4,1.8,True,0.1042174503136058,m2_m3_auto_center_v1
20047,5-15,7.7,16.8,19.8,32.2,19.2,1.8,True,0.1499098191972313,m2_m3_auto_center_v1
20047,15-30,7.7,12.0,22.9,30.9,20.2,1.4,True,0.13577900581253569,m2_m3_auto_center_v1
20048,0-5,7.6,31.4,18.5,30.0,18.2,2.18,True,0.09869424746143542,m2_m3_auto_center_v1
20048,5-15,7.6,17.1,18.7,29.8,17.2,1.9,True,0.1556551342208771,m2_m3_auto_center_v1
20048,15-30,7.6,8.5,23.4,27.3,16.1,0.9,True,0.1525898945952709,m2_m3_auto_center_v1
20049,0-5,7.5,32.6,12.9,54.6,19.8,1.8,True,0.11424888803903871,m2_m3_auto_center_v1
20049,5-15,7.6,19.8,12.0,57.1,15.4,1.6,True,0.17074840007854433,m2_m3_auto_center_v1
20049,15-30,7.6,16.9,14.3,49.7,15.8,1.4,True,0.15037734054522514,m2_m3_auto_center_v1
20050,0-5,8.0,27.0,20.0,35.0,17.0,1.8,True,0.10786265233248449,m2_m3_auto_center_v1
20050,5-15,8.0,10.9,20.0,36.0,15.8,1.2,True,0.18014006860977014,m2_m3_auto_center_v1
20050,15-30,8.0,9.3,20.0,32.4,15.7,1.17,True,0.14801554905776304,m2_m3_auto_center_v1
20051,0-5,7.7,35.8,17.2,23.4,21.2,1.9,True,0.09277743332839691,m2_m3_auto_center_v1
20051,5-15,7.8,15.3,17.1,21.7,18.8,1.7,True,0.12491928034334776,m2_m3_auto_center_v1
20051,15-30,7.7,13.3,21.1,22.1,17.8,1.2,True,0.12399553907538677,m2_m3_auto_center_v1
20052,0-5,7.9,35.9,16.1,7.0,19.2,2.2,True,0.09142790598599991,m2_m3_auto_center_v1
20052,5-15,7.9,15.2,16.6,6.9,16.7,1.57,True,0.13557872898015427,m2_m3_auto_center_v1
20052,15-30,7.9,13.2,16.8,9.2,17.8,1.05,True,0.1318191175953459,m2_m3_auto_center_v1
20053,0-5,8.0,24.3,19.6,27.8,19.3,1.58,True,0.09854638191986853,m2_m3_auto_center_v1
20053,5-15,8.0,13.2,20.0,27.6,18.5,1.5,True,0.1465335437397234,m2_m3_auto_center_v1
20053,15-30,8.0,14.0,23.0,26.9,18.2,1.29,True,0.1394169196300177,m2_m3_auto_center_v1
20054,0-5,7.9,26.4,22.7,15.0,17.2,1.6,True,0.09875595250567082,m2_m3_auto_center_v1
20054,5-15,7.9,14.6,22.9,14.6,18.1,1.5,True,0.14845379367189487,m2_m3_auto_center_v1
20054,15-30,7.9,12.2,25.0,16.9,19.0,1.2,True,0.14527047285509587,m2_m3_auto_center_v1
20056,0-5,7.8,30.7,22.4,32.6,20.8,1.88,True,0.11234110126973983,m2_m3_auto_center_v1
20056,5-15,7.8,18.3,22.1,32.6,14.4,1.9,True,0.15820275260893923,m2_m3_auto_center_v1
20056,15-30,7.8,12.1,23.9,32.2,14.4,1.35,True,0.13712765595652937,m2_m3_auto_center_v1
20057,0-5,8.0,35.9,17.8,9.2,23.0,1.6,True,0.0921653532677189,m2_m3_auto_center_v1
20057,5-15,8.1,14.6,17.9,8.2,22.6,1.5,True,0.1378039374700882,m2_m3_auto_center_v1
20057,15-30,8.1,12.7,20.0,9.4,22.4,1.0,True,0.12885832193992136,m2_m3_auto_center_v1
20058,0-5,7.6,27.6,15.0,34.8,20.0,2.0,True,0.109570669489283,m2_m3_auto_center_v1
20058,5-15,7.6,16.5,13.0,35.0,14.1,1.8,True,0.15054937486250214,m2_m3_auto_center_v1
20058,15-30,7.7,11.4,16.1,33.4,14.5,1.28,True,0.14159699595923314,m2_m3_auto_center_v1
20059,0-5,8.0,30.9,17.7,26.9,21.4,1.64,True,0.09095980136935182,m2_m3_auto_center_v1
20059,5-15,8.0,16.4,18.0,26.9,19.6,1.5,True,0.1553221670116752,m2_m3_auto_center_v1
20059,15-30,8.0,14.5,20.9,25.6,19.3,1.3,True,0.13956386279326388,m2_m3_auto_center_v1
20060,0-5,7.8,26.0,12.3,42.1,20.2,1.69,True,0.11677318233455912,m2_m3_auto_center_v1
20060,5-15,7.8,19.0,12.3,41.0,17.2,1.8,True,0.16447888123343307,m2_m3_auto_center_v1
20060,15-30,7.8,13.3,20.4,39.1,17.3,1.35,True,0.13272199092781928,m2_m3_auto_center_v1
20061,0-5,7.7,30.6,25.7,26.7,20.2,2.01,True,0.11317036881164977,m2_m3_auto_center_v1
20061,5-15,7.8,18.8,25.7,27.2,17.4,1.7,True,0.15354262256094542,m2_m3_auto_center_v1
20061,15-30,7.8,11.8,28.7,24.5,16.2,1.09,True,0.13907048256867835,m2_m3_auto_center_v1
20062,0-5,7.8,30.9,18.8,30.4,20.0,1.8,True,0.10568076341530029,m2_m3_auto_center_v1
20062,5-15,7.8,16.8,17.9,30.3,15.6,1.8,True,0.14828464488507687,m2_m3_auto_center_v1
20062,15-30,7.8,16.0,22.6,30.6,14.7,1.4,True,0.13293686518442482,m2_m3_auto_center_v1
20063,0-5,7.8,28.1,19.6,26.1,21.5,1.7,True,0.0999696786778443,m2_m3_auto_center_v1
20063,5-15,7.9,16.8,20.0,25.8,19.2,1.6,True,0.14468371030464136,m2_m3_auto_center_v1
20063,15-30,7.9,11.6,23.7,23.9,18.2,1.17,True,0.1454477089646778,m2_m3_auto_center_v1
20064,0-5,7.6,30.9,10.7,46.7,22.0,1.72,True,0.11610765059321662,m2_m3_auto_center_v1
20064,5-15,7.7,17.7,10.5,47.2,17.0,1.62,True,0.15636123733036117,m2_m3_auto_center_v1
20064,15-30,7.7,15.1,12.6,44.0,16.4,1.3,True,0.13968656242572583,m2_m3_auto_center_v1
20065,0-5,7.8,28.0,20.9,29.7,21.2,2.0,True,0.11030053025669027,m2_m3_auto_center_v1
20065,5-15,7.8,18.0,20.5,29.4,17.4,1.7,True,0.14641416841104044,m2_m3_auto_center_v1
20065,15-30,7.8,13.2,22.9,28.3,17.0,1.36,True,0.1383287644453378,m2_m3_auto_center_v1
20066,0-5,7.7,34.2,24.4,21.1,19.1,2.2,True,0.0998979589578814,m2_m3_auto_center_v1
20066,5-15,7.7,22.0,25.9,21.2,18.2,1.9,True,0.13868291304454958,m2_m3_auto_center_v1
20066,15-30,7.7,11.9,25.2,20.1,17.6,1.17,True,0.13677823027965372,m2_m3_auto_center_v1
20067,0-5,7.8,29.6,18.3,28.3,19.6,1.66,True,0.0982333624019192,m2_m3_auto_center_v1
20067,5-15,7.9,16.4,18.7,27.2,17.0,1.6,True,0.17401326393451683,m2_m3_auto_center_v1
20067,15-30,7.9,12.8,21.9,25.7,17.4,1.29,True,0.1361713483480434,m2_m3_auto_center_v1
20068,0-5,7.8,25.9,20.1,33.4,20.8,1.7,True,0.09295868744259257,m2_m3_auto_center_v1
20068,5-15,8.0,13.8,20.1,33.8,18.0,1.5,True,0.14802289498340734,m2_m3_auto_center_v1
20068,15-30,8.0,12.2,22.6,30.8,17.7,1.2,True,0.14507720110346456,m2_m3_auto_center_v1
20069,0-5,7.8,27.3,19.4,37.2,20.5,1.68,True,0.13052953231801664,m2_m3_auto_center_v1
20069,5-15,7.8,15.2,16.1,38.0,15.8,1.7,True,0.1646369076355737,m2_m3_auto_center_v1
20069,15-30,7.8,12.4,21.5,36.3,15.6,1.4,True,0.13187456441489165,m2_m3_auto_center_v1
20070,0-5,7.9,28.2,20.0,31.8,18.0,1.74,True,0.10700269961610556,m2_m3_auto_center_v1
20070,5-15,7.9,20.8,19.5,30.9,15.6,1.85,True,0.1773703866434311,m2_m3_auto_center_v1
20070,15-30,7.9,12.1,21.7,29.2,16.3,1.28,True,0.13486511960585718,m2_m3_auto_center_v1
20071,0-5,7.8,32.2,16.8,35.5,21.2,1.72,True,0.10970892739883738,m2_m3_auto_center_v1
20071,5-15,7.8,16.4,15.0,35.8,16.3,1.7,True,0.15623150191125487,m2_m3_auto_center_v1
20071,15-30,7.8,14.7,18.6,34.0,16.8,1.3,True,0.14531394373368892,m2_m3_auto_center_v1
20072,0-5,7.4,41.0,11.7,35.6,20.4,2.54,True,0.07311796695429702,m2_m3_auto_center_v1
20072,5-15,7.5,20.0,10.8,35.9,16.1,2.0,True,0.1457502663541149,m2_m3_auto_center_v1
20072,15-30,7.5,13.7,14.4,35.2,16.0,1.02,True,0.1375237368337355,m2_m3_auto_center_v1
20074,0-5,7.7,30.4,13.8,35.1,21.8,1.8,True,0.1171296760759837,m2_m3_auto_center_v1
20074,5-15,7.8,15.8,13.0,35.1,18.8,1.8,True,0.17015536795305852,m2_m3_auto_center_v1
20074,15-30,7.8,14.3,18.4,33.4,18.4,1.3,True,0.14458089101953736,m2_m3_auto_center_v1
20075,0-5,7.6,36.5,21.6,27.9,18.8,2.14,True,0.09590520235494068,m2_m3_auto_center_v1
20075,5-15,7.6,19.2,19.6,27.5,15.4,1.76,True,0.13991136740109317,m2_m3_auto_center_v1
20075,15-30,7.6,11.1,18.1,27.4,16.2,0.88,True,0.14459359978753675,m2_m3_auto_center_v1
20076,0-5,7.4,39.6,21.5,22.9,18.4,2.3,True,0.08657609088613444,m2_m3_auto_center_v1
20076,5-15,7.4,21.4,19.8,22.6,15.4,1.89,True,0.12990296341814972,m2_m3_auto_center_v1
20076,15-30,7.4,15.8,21.8,22.8,15.4,1.0,True,0.1329754798838668,m2_m3_auto_center_v1
20077,0-5,7.6,28.9,21.7,32.9,19.6,1.9,True,0.10003154438577275,m2_m3_auto_center_v1
20077,5-15,7.8,15.4,21.5,33.5,17.4,1.7,True,0.15053303752936126,m2_m3_auto_center_v1
20077,15-30,7.7,10.7,22.1,30.8,16.8,1.29,True,0.14437615942523996,m2_m3_auto_center_v1
20078,0-5,7.8,29.8,15.3,36.8,20.3,1.74,True,0.1110661665060877,m2_m3_auto_center_v1
20078,5-15,7.8,15.1,15.4,36.1,18.0,1.55,True,0.1668814214672217,m2_m3_auto_center_v1
20078,15-30,7.8,11.8,19.2,34.7,17.0,1.3,True,0.15199100336766733,m2_m3_auto_center_v1
20080,0-5,7.8,25.9,17.3,35.1,16.1,1.9,True,0.10204937198862557,m2_m3_auto_center_v1
20080,5-15,7.9,16.2,17.8,35.3,14.0,1.3,True,0.16896929311414235,m2_m3_auto_center_v1
20080,15-30,7.9,9.4,19.7,33.9,14.2,1.25,True,0.14367834718909822,m2_m3_auto_center_v1
20081,0-5,7.8,26.2,23.2,36.9,21.6,1.7,True,0.09906196541956093,m2_m3_auto_center_v1
20081,5-15,7.9,13.5,21.7,37.0,18.2,1.3,True,0.1750420920843317,m2_m3_auto_center_v1
20081,15-30,7.9,11.6,24.0,34.4,18.2,1.2,True,0.15284711456050715,m2_m3_auto_center_v1
20082,0-5,7.8,31.7,17.6,29.7,21.9,1.72,True,0.10737615593854626,m2_m3_auto_center_v1
20082,5-15,7.8,18.2,17.2,29.5,17.0,1.7,True,0.14734406046165707,m2_m3_auto_center_v1
20082,15-30,7.8,13.2,19.0,30.1,17.0,1.38,True,0.1388763758179026,m2_m3_auto_center_v1
20083,0-5,7.6,29.9,21.7,33.2,20.2,1.96,True,0.09074507092202215,m2_m3_auto_center_v1
20083,5-15,7.7,15.7,21.6,35.0,18.6,1.7,True,0.14806241222571673,m2_m3_auto_center_v1
20083,15-30,7.7,12.0,23.0,30.0,17.4,1.2,True,0.1447500969355986,m2_m3_auto_center_v1
20084,0-5,7.8,26.6,23.4,28.8,18.6,1.7,True,0.10477052405622712,m2_m3_auto_center_v1
20084,5-15,7.9,12.2,22.7,28.8,17.1,1.5,True,0.15913641534199602,m2_m3_auto_center_v1
20084,15-30,7.9,13.9,26.0,25.8,17.0,1.29,True,0.15196871528948108,m2_m3_auto_center_v1
20085,0-5,7.9,35.9,23.2,21.7,18.8,2.46,True,0.09387204561246207,m2_m3_auto_center_v1
20085,5-15,7.9,18.3,22.6,21.8,16.8,1.9,True,0.1276007697286432,m2_m3_auto_center_v1
20085,15-30,7.9,14.7,27.3,22.0,17.8,1.3,True,0.12939459512660673,m2_m3_auto_center_v1
20086,0-5,7.9,28.4,21.7,32.2,20.7,1.83,True,0.10474021493939048,m2_m3_auto_center_v1
20086,5-15,7.9,13.2,21.6,32.9,18.4,1.4,True,0.14783688604889444,m2_m3_auto_center_v1
20086,15-30,7.9,11.9,25.0,29.9,18.2,1.3,True,0.1355391087770741,m2_m3_auto_center_v1
20087,0-5,7.9,29.4,19.0,32.3,18.4,1.7,True,0.11278417631156186,m2_m3_auto_center_v1
20087,5-15,8.0,18.6,19.2,30.6,15.8,1.66,True,0.1815907593579932,m2_m3_auto_center_v1
20087,15-30,8.0,11.9,21.9,29.6,16.4,1.22,True,0.1452518529018457,m2_m3_auto_center_v1
20088,0-5,7.5,40.0,25.0,21.4,21.2,2.65,True,0.0841068499218475,m2_m3_auto_center_v1
20088,5-15,7.6,19.9,25.2,21.6,17.0,1.8,True,0.13949638779529383,m2_m3_auto_center_v1
20088,15-30,7.6,16.7,27.7,23.1,16.1,1.3,True,0.1348625849059536,m2_m3_auto_center_v1
20089,0-5,7.8,27.4,21.3,38.5,19.9,1.7,True,0.1003977233770794,m2_m3_auto_center_v1
20089,5-15,7.8,14.0,19.9,37.5,18.1,1.33,True,0.15431030214054106,m2_m3_auto_center_v1
20089,15-30,7.8,11.8,23.0,35.4,16.3,1.13,True,0.14933303497920444,m2_m3_auto_center_v1
20090,0-5,7.7,30.9,16.8,38.8,18.0,1.6,True,0.10312059280324948,m2_m3_auto_center_v1
20090,5-15,7.8,15.2,16.9,37.7,16.1,1.4,True,0.16624650231275515,m2_m3_auto_center_v1
20090,15-30,7.8,13.5,19.7,37.8,16.0,1.33,True,0.1527201697911078,m2_m3_auto_center_v1
20091,0-5,7.8,28.7,18.7,33.2,21.5,1.7,True,0.0966360059702412,m2_m3_auto_center_v1
20091,5-15,7.9,13.6,19.0,34.2,18.8,1.4,True,0.155581232335833,m2_m3_auto_center_v1
20091,15-30,7.9,12.2,22.9,28.8,18.4,1.29,True,0.1510781980019268,m2_m3_auto_center_v1
20092,0-5,7.8,28.8,20.0,28.0,19.7,1.68,True,0.11515699146401735,m2_m3_auto_center_v1
20092,5-15,7.8,17.9,20.0,28.0,16.5,1.65,True,0.1986353660024029,m2_m3_auto_center_v1
20092,15-30,7.9,15.0,20.8,27.7,16.2,1.3,True,0.16020636717332154,m2_m3_auto_center_v1
20093,0-5,7.6,31.1,26.1,26.9,19.8,2.7,True,0.09233096490322072,m2_m3_auto_center_v1
20093,5-15,7.7,24.6,26.0,26.4,16.4,2.2,True,0.15433668705180228,m2_m3_auto_center_v1
20093,15-30,7.6,11.9,26.4,26.2,17.4,1.08,True,0.14077993645463022,m2_m3_auto_center_v1
20094,0-5,7.9,26.9,19.2,35.4,17.7,1.86,True,0.10795060224133832,m2_m3_auto_center_v1
20094,5-15,8.0,12.3,19.2,35.8,15.8,1.3,True,0.18102839333906154,m2_m3_auto_center_v1
20094,15-30,8.0,11.3,20.7,32.8,16.4,1.18,True,0.14458913467050832,m2_m3_auto_center_v1
20095,0-5,7.7,28.5,21.6,32.3,18.0,1.7,True,0.09417938479075409,m2_m3_auto_center_v1
20095,5-15,7.8,15.3,21.8,33.2,17.7,1.3,True,0.14848421975908924,m2_m3_auto_center_v1
20095,15-30,7.9,13.6,23.0,31.1,17.0,1.1,True,0.1427576506595099,m2_m3_auto_center_v1
20096,0-5,7.9,30.9,17.6,27.0,21.8,1.6,True,0.09495595883642004,m2_m3_auto_center_v1
20096,5-15,8.0,15.3,17.6,26.4,19.7,1.5,True,0.1483881302094305,m2_m3_auto_center_v1
20096,15-30,8.0,13.0,21.6,25.2,19.4,1.2,True,0.14064268927054632,m2_m3_auto_center_v1
20097,0-5,7.7,31.5,18.2,33.1,18.2,1.93,True,0.09454076492250812,m2_m3_auto_center_v1
20097,5-15,7.8,16.1,17.1,33.5,15.8,1.7,True,0.15530751192737918,m2_m3_auto_center_v1
20097,15-30,7.8,13.2,17.5,32.2,15.6,1.1,True,0.14742359018628412,m2_m3_auto_center_v1
20098,0-5,7.8,30.4,18.8,36.3,18.3,1.9,True,0.11831667434076328,m2_m3_auto_center_v1
20098,5-15,7.8,15.7,17.1,37.9,16.7,1.7,True,0.15190450143596507,m2_m3_auto_center_v1
